0,9,68,1.2483e+09,0.75738,0.89162,0,0,0
0,9,68,1.2483e+09,0.76216,0.9169,0,0,0
0,9,68,1.2483e+09,0.76216,0.90447,0,0,0
0,9,68,1.2483e+09,0.76101,0.89638,0,0,0
0,9,68,1.2483e+09,0.74166,0.89261,0,0,0
0,9,68,1.2483e+09,0.73469,0.8953,0,0,0
0,9,68,1.2483e+09,0.73091,0.90014,0,0,0
0,9,68,1.2483e+09,0.74079,NaN,0,0,0
0,9,68,1.2483e+09,0.74638,NaN,0,0,0
0,9,68,1.2483e+09,0.75401,0.88104,0,0,0
0,9,68,1.2483e+09,0.75011,0.86227,0,0,0
0,9,68,1.2483e+09,0.74375,0.86786,0,0,0
0,9,68,1.2483e+09,0.7387,0.87511,0,0,0
0,9,68,1.2483e+09,0.7376,0.86761,0,0,0
0,9,68,1.2483e+09,0.73995,0.86761,0,0,0
0,9,68,1.2483e+09,0.73287,0.87106,0,0,0
0,9,68,1.2483e+09,0.73262,0.87549,0,0,0
0,9,68,1.2483e+09,0.73064,0.87159,0,0,0
0,9,68,1.2483e+09,0.73045,0.85307,0,0,0
0,9,68,1.2483e+09,0.73443,0.84143,0,0,0
0,9,68,1.2483e+09,0.72657,0.84589,0,0,0
0,9,68,1.2483e+09,0.7326,0.84357,0,0,0
0,9,68,1.2483e+09,0.72547,0.84357,0,0,0
0,9,68,1.2483e+09,0.72533,0.86011,0,0,0
0,9,68,1.2483e+09,0.72533,0.85922,0,0,0
0,9,68,1.2483e+09,0.72533,0.82271,0,0,0
0,9,68,1.2483e+09,0.72478,0.82019,0,0,0
0,9,68,1.2483e+09,0.71567,0.78951,0,0,0
0,9,68,1.2483e+09,0.72325,0.80079,0,0,0
0,9,68,1.2483e+09,0.72915,0.8203,0,0,0
0,9,68,1.2483e+09,0.72424,0.82144,0,0,0
0,9,68,1.2483e+09,0.71808,0.80072,0,0,0
0,9,68,1.2483e+09,0.71129,0.79521,0,0,0
0,9,68,1.2483e+09,0.66157,0.79184,0,0,0
0,9,68,1.2483e+09,0.68289,0.79646,0,0,0
0,9,68,1.2483e+09,0.70576,0.79923,0,0,0
0,9,68,1.2483e+09,0.71533,0.7924,0,0,0
0,9,68,1.2483e+09,0.67539,0.7848,0,0,0
0,9,68,1.2483e+09,0.68345,0.7955,0,0,0
0,9,68,1.2483e+09,0.70218,0.79945,0,0,0
0,9,68,1.2483e+09,0.70598,0.80499,0,0,0
0,9,68,1.2483e+09,0.70119,0.80026,0,0,0
0,9,68,1.2483e+09,0.7037,0.82271,0,0,0
0,9,68,1.2483e+09,0.70171,0.80794,0,0,0
0,9,68,1.2483e+09,0.62917,0.81209,0,0,0
0,9,68,1.2483e+09,0.64378,0.82138,0,0,0
0,9,68,1.2483e+09,0.64565,0.82161,0,0,0
0,9,68,1.2483e+09,0.6427,0.72756,0,0,0
0,9,68,1.2483e+09,0.68684,0.66757,0,0,0
0,9,68,1.2483e+09,0.68264,0.67729,0,0,0
0,9,68,1.2483e+09,0.68241,0.68554,0,0,0
0,9,68,1.2483e+09,0.68543,0.70045,0,0,0
0,9,68,1.2483e+09,0.64836,0.72879,0,0,0
0,9,68,1.2483e+09,0.70977,0.43152,0,0,0
0,9,68,1.2483e+09,0.73964,0.41706,0,0,0
0,9,68,1.2483e+09,0.74662,0.46492,0,0,0
0,9,68,1.2483e+09,0.74731,0.53434,0,0,0
0,9,68,1.2483e+09,0.74731,0.63652,0,0,0
0,9,68,1.2483e+09,0.75362,0.74047,0,0,0
0,9,68,1.2483e+09,0.75472,0.77415,0,0,0
0,9,68,1.2483e+09,0.75472,NaN,0,0,0
0,9,68,1.2483e+09,0.74896,0.63273,0,0,0
0,9,68,1.2483e+09,0.7457,0.6498,0,0,0
0,9,68,1.2483e+09,0.74218,0.70336,0,0,0
0,9,68,1.2483e+09,0.73995,0.73753,0,0,0
0,9,68,1.2483e+09,0.73995,0.74904,0,0,0
0,9,68,1.2483e+09,0.73995,0.76194,0,0,0
0,9,68,1.2483e+09,0.73995,0.77545,0,0,0
0,9,68,1.2483e+09,0.73995,0.78129,0,0,0
0,9,68,1.2483e+09,0.73685,0.78728,0,0,0
