Session,Child Code,OT Code,Matlab Time in Seconds (half second interval),Child EDA Foot 1,Child EDA Foot 2,OT EDA Foot 1,OT EDA Foot 2,Activity Code
0,1,65,1249920119,0.031910857,0,0.035714,0.019646,0
0,1,65,1249920119,0.029613378,0.039114802,0.035714,0.019646,0
0,1,65,1249920120,0.028378833,0.034374087,0.035714,0.019646,0
0,1,65,1249920120,0.027890558,0.00392173,0.035714,0.019646,0
0,1,65,1249920121,0.028488969,0.003915883,0.035714,0.019646,0
0,1,65,1249920121,0.029750342,0.003914028,0.035714,0.019646,0
0,1,65,1249920122,0.031935241,0.003914,0.035714,0.019646,0
0,1,65,1249920122,0.031331086,0.003914,0.035714,0.019646,0
0,1,65,1249920123,0.030306011,0,0.035714,0.019646,0
0,1,65,1249920123,0.02988,0,0.035714,0.019646,0
0,1,65,1249920124,0.02988,0,0.035714,0.019646,0
0,1,65,1249920124,0.02988,0.003914,0.035715432,0.019646,0
0,1,65,1249920125,0.02988,0.003914,0.035726738,0.019646,0
0,1,65,1249920125,0.02988,0.003913992,0,0.019723865,0
0,1,65,1249920126,0.02988,0.00390582,0,0.019938776,0
0,1,65,1249920126,0.029904186,0,,0,0
0,1,65,1249920127,0.031936,0,,0,0
0,1,65,1249920127,0.031951375,0,,0,0
0,1,65,1249920128,0.032575804,0,,0,0
0,1,65,1249920128,0.033511654,0,,0.021533921,0
0,1,65,1249920129,0.033932,0,,0.021649806,0
0,1,65,1249920129,0.033932,0,,0.021654,0
0,1,65,1249920130,0.033745915,0,,0.021654,0
0,1,65,1249920130,0.033044892,0,,0,0
0,1,65,1249920131,0,,0,0.021654,0
0,1,65,1249920131,0,,0,0.021654,0
0,1,65,1249920132,0,,0,0.021654,0
0,1,65,1249920132,0,,0,0.021654,0
0,1,65,1249920133,0.026818014,0,,0.021654,0
0,1,65,1249920133,0.026075692,0,,0.021654,0
0,1,65,1249920134,0.025895501,0,,0.021654,0
0,1,65,1249920134,0.027744185,0,,0.021654,0
0,1,65,1249920135,0.027888,0,,0.021654,0
0,1,65,1249920135,0.027888,0,,0.021654,0
0,1,65,1249920136,0.027887712,0,,0.021654,0
0,1,65,1249920136,0.027814108,0,,0.021654,0
0,1,65,1249920137,0,,0,0.021654,0
0,1,65,1249920137,0,,0,0.021654,0
0,1,65,1249920138,0,,0,0.021654,0
0,1,65,1249920138,0,,0,0.021654,0
0,1,65,1249920139,0,,0,0.021654,0
0,1,65,1249920139,0,,0,0.021654,0
0,1,65,1249920140,0.025945515,0,,0.021654,0
0,1,65,1249920140,0.025849337,0,,0.021654,0
0,1,65,1249920141,0.027212475,0,,0.021654,0
0,1,65,1249920141,0.029687038,0,,0.021654,0
0,1,65,1249920142,0.028080377,0,,0.021654,0
0,1,65,1249920142,0.031655577,0,,0.021654,0
0,1,65,1249920143,0.031936,0,,0.021654,0
0,1,65,1249920143,0.031936,0,,0.021654,0
0,1,65,1249920144,0.031936,2.23983E-05,0,0.021654,0
0,1,65,1249920144,0.031925861,3.98152E-06,0,,0
0,1,65,1249920145,0.030354026,0,0,,0
0,1,65,1249920145,0.029501293,0,0,,0
0,1,65,1249920146,0.028967513,0,0,,0
0,1,65,1249920146,0,0,0,,0
0,1,65,1249920147,0,0,0,,0
0,1,65,1249920147,0.027981497,0,0,,0
0,1,65,1249920148,0.027890356,0,0,,0
0,1,65,1249920148,0.029784768,0,0,,0
0,1,65,1249920149,0.02988,0,0,,0
0,1,65,1249920149,0.031880315,0,0,0.021654,0
0,1,65,1249920150,0.031936,0,0,0.021654,0
0,1,65,1249920150,0.031936,0.000305629,0,0.021654,0
0,1,65,1249920151,0.031936,0.007859,0,0.021654,0
0,1,65,1249920151,0.032883142,0.007860458,0.041811892,0,0
0,1,65,1249920152,0.035386831,0.007965578,0.041828006,0,0
0,1,65,1249920152,0.036699677,0,0.041821183,0,0
0,1,65,1249920153,0.037532405,0,0.040076616,0,0
0,1,65,1249920153,0.037966993,0,0.038957528,0,0
0,1,65,1249920154,0.038,0,0.038119348,0,0
0,1,65,1249920154,0.038,0.009556649,0.037773,0,0
0,1,65,1249920155,0.036757831,0.009761841,0.038205396,0,0
0,1,65,1249920155,0.040662058,0.009823,0.039232506,0,0
0,1,65,1249920156,0.047554368,0.009823,0.040449211,0,0
0,1,65,1249920156,0.045291165,0,0.041450394,0,0
0,1,65,1249920157,0.04875906,0,0.041833,0,0
0,1,65,1249920157,0.061096788,0,0.041734003,0,0
0,1,65,1249920158,0.062753,0,0.0406328,0.021654,0
0,1,65,1249920158,0.062753,0,0.039765159,0.021654,0
0,1,65,1249920159,0.062753,0,0.041681561,0.021654,0
0,1,65,1249920159,0.062753,0,0.040114127,0.021654,0
0,1,65,1249920160,0.062753,0,0.037773,0.021654,0
0,1,65,1249920160,0.062753,0,0.037773,0.021654,0
0,1,65,1249920161,0.062753,0,0.037773,0.021654,0
0,1,65,1249920161,0.066403676,0,0.037773,0.021654,0
0,1,65,1249920162,0.068940953,0,0.037773,0.021654,0
0,1,65,1249920162,0.067456186,0,0.037773,0.021654,0
0,1,65,1249920163,0.063304182,0,0.037773,0.021654,0
0,1,65,1249920163,0.062898718,0,0.037773,0.021654,0
0,1,65,1249920164,0.06365857,0,0.037773,0.021654,0
0,1,65,1249920164,0,,0.037773,0.021654,0
0,1,65,1249920165,0.066485061,0,0.037773,0.021654,0
0,1,65,1249920165,0.06819972,0,0.037773,0.021654,0
0,1,65,1249920166,0.070013932,0,0.037773,0.021654,0
0,1,65,1249920166,0.072637585,0.009823,0.037773,0.021654,0
0,1,65,1249920167,0,0.009823,0.037773,0.021654,0
0,1,65,1249920167,0,0.009823032,0.037773,0.021654,0
0,1,65,1249920168,0,0.009856365,0.037773,0,0
0,1,65,1249920168,0,,0,,0
0,1,65,1249920169,0,,0.037773,0,0
0,1,65,1249920169,0,,0.037773,0,0
0,1,65,1249920170,0,,0.037773,0,0
0,1,65,1249920170,0.101848137,0,0.037773,0,0
0,1,65,1249920171,0.103139226,0,0.037773,0,0
0,1,65,1249920171,0.103422984,0,0.037773,0,0
0,1,65,1249920172,0.103586071,0,0.037773,0,0
0,1,65,1249920172,0,,0.037773,0,0
0,1,65,1249920173,0,,0.037773,0,0
0,1,65,1249920173,0,,0,,0
0,1,65,1249920174,0,,0.037773,0,0
0,1,65,1249920174,0,,0.037773,0,0
0,1,65,1249920175,0,,0.037773,0,0
0,1,65,1249920175,0,,0.037773,0,0
0,1,65,1249920176,0,,0.037773,0,0
0,1,65,1249920176,0,,0.037773,0,0
0,1,65,1249920177,0,,0.037773,0,0
0,1,65,1249920177,0,,0.037773,0,0
0,1,65,1249920178,0,,0.037773,0,0
0,1,65,1249920178,0,,0.037773,0,0
0,1,65,1249920179,0,,0.037773,0,0
0,1,65,1249920179,0,,0.037773,0,0
0,1,65,1249920180,0,,0.037773,0,0
0,1,65,1249920180,0,,0.037773,0,0
0,1,65,1249920181,0,,0.037773,0,0
0,1,65,1249920181,0,,0.037773,0,0
0,1,65,1249920182,0.10506486,0.035511411,0.037773,0,0
0,1,65,1249920182,0.105271503,0.037284173,0.037773,0,0
0,1,65,1249920183,0.106110188,0.040823734,0.037773,0,0
0,1,65,1249920183,0.112660083,0.041727758,0.037773,0,0
0,1,65,1249920184,0.11757517,0.04076235,0.037773,0,0
0,1,65,1249920184,0.114627037,0.039395553,0.037773,0,0
0,1,65,1249920185,0.114187867,0.038104181,0.037773,0,0
0,1,65,1249920185,0.114676351,0.037033741,0.037773,0,0
0,1,65,1249920186,0.115595189,0.036055505,0.037773,0,0
0,1,65,1249920186,0.117572474,0.035857,0.03924704,0,0
0,1,65,1249920187,0.119908884,0.036251061,0.039761,0,0
0,1,65,1249920187,0.12418229,0.041544095,0.039761,0,0
0,1,65,1249920188,0.128669355,0.04973029,0.039761,0,0
0,1,65,1249920188,0.129707,0.05659221,0.039761,0,0
0,1,65,1249920189,0.129951435,0.05835,0.039796118,0.021654,0
0,1,65,1249920189,0.13093558,0.05835,0.041772947,0.021654,0
0,1,65,1249920190,0.133110669,0,0.041833,0.021883072,0
0,1,65,1249920190,0.137803501,0,0.041833,0.024291679,0
0,1,65,1249920191,0.143013187,0,0.038318031,0.025641,0
0,1,65,1249920191,0,,0.037773,0.025356803,0
0,1,65,1249920192,0.153287379,0.05835,0.037773,0.017682,0
0,1,65,1249920192,0.156273159,0.05835,0.037773,0.017682,0
0,1,65,1249920193,0.15678,0.058939963,0.041833,0.017682,0
0,1,65,1249920193,0.157841418,0.062063935,0.039894529,0.017682,0
0,1,65,1249920194,0.158898,0.0625,0.037783791,0.017682,0
0,1,65,1249920194,0.158901145,0.064569028,0.037773,0.017682,0
0,1,65,1249920195,0.159010586,0.06956415,0.037773,0.017682,0
0,1,65,1249920195,0,0.071781153,0.037773,0.017682,0
0,1,65,1249920196,0,0.072673382,0.037773,0.017682,0
0,1,65,1249920196,0,0.062603588,0.041833,0.017682,0
0,1,65,1249920197,0,0.062577875,0.03819524,0,0
0,1,65,1249920197,0.163888466,0,0.037773,0.017682,0
0,1,65,1249920198,0.166178311,0,0.037773,0.017682,0
0,1,65,1249920198,0.174892521,0,0.037773,0.017682,0
0,1,65,1249920199,0.189448588,0,0.037773,0.017682,0
0,1,65,1249920199,0.18846467,0.062539087,0.037773,0.017682,0
0,1,65,1249920200,0.179234852,0.062520325,0.037773,0.017682,0
0,1,65,1249920200,0.170630587,0.062432008,0.037773,0.017682,0
0,1,65,1249920201,0.165957,0.061690765,0.037773,0.017682,0
0,1,65,1249920201,0.163576669,0.060782408,0.037773,0.017682,0
0,1,65,1249920202,0.158898,0.060484,0.037773,0.017682,0
0,1,65,1249920202,0.158898,0.061282827,0.037773,0.017682,0
0,1,65,1249920203,0.158898,0.074384344,0.037773,0.017682,0
0,1,65,1249920203,0.172649581,0.074809969,0.037773,0.017683946,0
0,1,65,1249920204,0.191051085,0.072771189,0.03975306,0.01811616,0
0,1,65,1249920204,0.191398,0.070852955,0.039095398,0.018925462,0
0,1,65,1249920205,0.191398,0.07085,0.038003162,0.019562161,0
0,1,65,1249920205,0.193106573,0.07085,0.037773,0.019646,0
0,1,65,1249920206,0.193966,0.07085,0.037773,0.019646,0
0,1,65,1249920206,0.193966,0.07085,0.037773,0.019646,0
0,1,65,1249920207,0.192978901,0.07572085,0.037773,0.019646,0
0,1,65,1249920207,0.191398,0.077780928,0.037773,0.019646,0
0,1,65,1249920208,0.191852795,0.087755,0.037773,0,0
0,1,65,1249920208,0.195336548,0.087755,0.037773,0.019646,0
0,1,65,1249920209,0.200469469,0.08922846,0.037773,0.019646,0
0,1,65,1249920209,0.200864,0.100577875,0.038878514,0.019646,0
0,1,65,1249920210,0.209750916,0.09638846,0.040860472,0.019646,0
0,1,65,1249920210,0.225631994,0.094998893,0.041778233,0.019646,0
0,1,65,1249920211,0.214110628,0.087424694,0.041833,0,0
0,1,65,1249920211,0.213043,0.085447945,0.041833,0,0
0,1,65,1249920212,0.213222164,0,0.041833,0.019646,0
0,1,65,1249920212,0.215921306,0,0.038567096,0.019646,0
0,1,65,1249920213,0.221994849,0,0.040604864,0.019582514,0
0,1,65,1249920213,0.225525919,0.081664665,0.041833,0.017682,0
0,1,65,1249920214,0.229759,0.079605429,0.041833,0.017682,0
0,1,65,1249920214,0.230814646,0.075616428,0.041833,0.017682,0
0,1,65,1249920215,0.233686178,0.084525706,0.041833,0.017682,0
0,1,65,1249920215,0.236210715,0.098066104,0.041833,0.017682,0
0,1,65,1249920216,0.241741953,0.10816591,0.041833,0.017682,0
0,1,65,1249920216,0,0.110603863,0.041833,0.017682,0
0,1,65,1249920217,0,0.111824981,0.041833,0.017682,0
0,1,65,1249920217,0,,0.041833,0.017682,0
0,1,65,1249920218,0,,0.041833,0.017682,0
0,1,65,1249920218,0,,0.03786597,0.017682,0
0,1,65,1249920219,0,,0.037773,0.017682,0
0,1,65,1249920219,0,0.114911274,0.037773,0.017682,0
0,1,65,1249920220,0,0.116549863,0.037773,0.017682,0
0,1,65,1249920220,0.341369652,0.12328446,0.037773,0.017682,0
0,1,65,1249920221,0.34801288,0.135663554,0.037773,0.017682,0
0,1,65,1249920221,0.351723234,0.131449626,0.037773,0.017682,0
0,1,65,1249920222,0.354633392,0.13125,0.037773,0.017682,0
0,1,65,1249920222,0.365189436,0.133029141,0.037773,0.017682,0
0,1,65,1249920223,0.377795489,0.135424908,0.037773,0.017682,0
0,1,65,1249920223,0.382775149,0.135699,0.037773,0.017682,0
0,1,65,1249920224,0.386417,0.135699,0.037773,0.017682,0
0,1,65,1249920224,0.386192837,0.135699,0.037773,0.017682,0
0,1,65,1249920225,0.383075349,0.138075,0.04009913,0.017682,0
0,1,65,1249920225,0.379026953,0.136277546,0.039085883,0.017682,0
0,1,65,1249920226,0.374343287,0.13221909,0.037773,0,0
0,1,65,1249920226,0.369767,0.13125,0.042264158,0,0
0,1,65,1249920227,0.364269,0.131410652,0.042652603,0,0
0,1,65,1249920227,0.364269,0.131875569,0.038510445,0,0
0,1,65,1249920228,0.358332698,0,0.037773,0.017682,0
0,1,65,1249920228,0.34526657,0,0.037773,0.017682,0
0,1,65,1249920229,0.340071777,0,0.037773,0.018814546,0
0,1,65,1249920229,0.323226696,0,0.040457335,0.019646,0
0,1,65,1249920230,0.265299961,0.135408826,0.041334123,0.019646,0
0,1,65,1249920230,0.240857386,0.135683858,0.038554578,0.019646,0
0,1,65,1249920231,0.2389949,0.094269667,0.037773,0.019646,0
0,1,65,1249920231,0.235819196,0.065150854,0.037773,0.019322667,0
0,1,65,1249920232,0.233182493,0.06340664,0.037773,0.017682,0
0,1,65,1249920232,0.229266483,0.060384412,0,0.017682,0
0,1,65,1249920233,0.213387047,0.058390225,0,0.018375141,0
0,1,65,1249920233,0.192446377,0.059666828,0.037773,0.018853464,0
0,1,65,1249920234,0.189247,0.061835076,0.037773,0.017682,0
0,1,65,1249920234,0.188652124,0.063887294,0.037773,0.017682,0
0,1,65,1249920235,0.188151843,0.066140362,0.037773,0.017682,0
0,1,65,1249920235,0,0.069222165,0.037795224,0.017682,0
0,1,65,1249920236,0,0.075818215,0.038082894,0.017682,0
0,1,65,1249920236,0,0.090294815,0,0.017682,0
0,1,65,1249920237,0,0.10284875,0,0.017682,0
0,1,65,1249920237,0,0.101730679,0,0.017682,0
0,1,65,1249920238,0.186737225,0.142472786,0,0.017730549,0
0,1,65,1249920238,0.186699394,0.174468,0.0414084,0.019507746,0
0,1,65,1249920239,0.186695,0.173033667,0.041768593,0.017689845,0
0,1,65,1249920239,0.186695,0.172251829,0.04144181,0.017682,0
0,1,65,1249920240,0.189790731,0.173903192,0.038849435,0.01771222,0
0,1,65,1249920240,0.215160562,0.17493035,0.038530486,0.019533639,0
0,1,65,1249920241,0.221955245,0.17562686,0.039841,0.019646,0
0,1,65,1249920241,0.220044,0,0.040016964,0.019646,0
0,1,65,1249920242,0.220044,0,0.041833,0.017936774,0
0,1,65,1249920242,0.220446463,0,0.041833,0.019642205,0
0,1,65,1249920243,0.225411922,0,0.041833,0.017840371,0
0,1,65,1249920243,0.231639974,0,0.041833,0.019631805,0
0,1,65,1249920244,0.226487059,0,0.041833,0.017833058,0
0,1,65,1249920244,0.225128917,0,0.041833,0.021638135,0
0,1,65,1249920245,0.227355527,0,0.041833,0.021654,0
0,1,65,1249920245,0.231020466,0,0.041833,0.019678358,0
0,1,65,1249920246,0.235045154,0,0.041833,0.021567982,0
0,1,65,1249920246,0.241418886,0,0.041833,0.021654,0
0,1,65,1249920247,0.243430597,0,0.041833,0.021654,0
0,1,65,1249920247,0.217156144,0,0.041833,0.021654,0
0,1,65,1249920248,0.201737307,0.18183487,0.041833,0.021654,0
0,1,65,1249920248,0.201822481,0.182980312,0,0.021654,0
0,1,65,1249920249,0,0.187412231,0,0.021654,0
0,1,65,1249920249,0,0.208016951,0.041833,0.021654,0
0,1,65,1249920250,0,0.213912487,0.041833,0.021654,0
0,1,65,1249920250,0,0.210608386,0.041833,0.021654,0
0,1,65,1249920251,0,0.205783501,0.041833,0.021654,0
0,1,65,1249920251,0,0.201754492,0.041573745,0.021654,0
0,1,65,1249920252,0,0.199070337,0.040170362,0.021654,0
0,1,65,1249920252,0,,0.04044038,0.021654,0
0,1,65,1249920253,0,,0.041833,0.021654,0
0,1,65,1249920253,0,,0.041833,0.020230218,0
0,1,65,1249920254,0.205549424,0.190093666,0,0.021465885,0
0,1,65,1249920254,0.205626993,0.186399392,0,0.021654,0
0,1,65,1249920255,0.20429375,0.17913269,0,0.021654,0
0,1,65,1249920255,0.217235695,0.16916673,0,0.021654,0
0,1,65,1249920256,0.225664074,0.16751842,0.041833,0.021654,0
0,1,65,1249920256,0.235303247,0,0.041833,0.021654,0
0,1,65,1249920257,0.244604632,0.165713319,0.041833,0.021654,0
0,1,65,1249920257,0.249378316,0.165154555,0.041833,0.021654,0
0,1,65,1249920258,0.244438463,0.164557,0,0.020830038,0
0,1,65,1249920258,0.231083694,0.163857169,0,0.020440177,0
0,1,65,1249920259,0.217123667,0.163145871,0.041833,0.021654,0
0,1,65,1249920259,0.210418873,0,0.041833,0.021654,0
0,1,65,1249920260,0.219901666,0,0.041833,0.021654,0
0,1,65,1249920260,0.215853095,0,0.041833,0.021654,0
0,1,65,1249920261,0.192005561,0,,0.021654,0
0,1,65,1249920261,0.180493268,0.160483392,0,0.021654,0
0,1,65,1249920262,0.187295054,0.160342899,0,0.021654,0
0,1,65,1249920262,0.197070582,0.162915478,0,0.021654,0
0,1,65,1249920263,0.203851706,0.165590926,0,0.021654,0
0,1,65,1249920263,0.207472903,0.166339868,0,0.021654,0
0,1,65,1249920264,0,,0.041833,0.021654,0
0,1,65,1249920264,0,,0.041833,0.021654,0
0,1,65,1249920265,0,,0.041833,0.021654,0
0,1,65,1249920265,0,,0.041833,0.021648797,0
0,1,65,1249920266,0,,0.041833,0.020669557,0
0,1,65,1249920266,0,,0.041833,0.019656657,0
0,1,65,1249920267,0,0.168755168,0,0.021654,0
0,1,65,1249920267,0.223482585,0.169740517,0,0.021654,0
0,1,65,1249920268,0.22673201,0.191047,0.041833,0.021654,0
0,1,65,1249920268,0.233191141,0.249831279,0.041833,0.021654,0
0,1,65,1249920269,0.241548074,0.370364479,0.041833,0.019796445,0
0,1,65,1249920269,0.244096438,0.369949344,0.041833,0.021625764,0
0,1,65,1249920270,0.235670844,0,0.041833,0.021476623,0
0,1,65,1249920270,0.221141533,0,0.041833,0.019646,0
0,1,65,1249920271,0.261318513,0,0.041833,0.019823377,0
0,1,65,1249920271,0.263134468,0,0.041833,0.021654,0
0,1,65,1249920272,0.258532299,0,0.041833,0.021654,0
0,1,65,1249920272,0,,0.041833,0.021654,0
0,1,65,1249920273,0.24581954,0,0.041833,0.021654,0
0,1,65,1249920273,0.241066291,0,0.041833,0.021654,0
0,1,65,1249920274,0.23956,0,0.041833,0.021654,0
0,1,65,1249920274,0.23956,0,0.041833,0.021654,0
0,1,65,1249920275,0.236189178,0,0.041833,0.021654,0
0,1,65,1249920275,0.230155539,0.346241219,0.041833,0.021654,0
0,1,65,1249920276,0.244958777,0.345612971,0.041833,0.021654,0
0,1,65,1249920276,0.257874963,0.35059497,0.041833,0.021654,0
0,1,65,1249920277,0.259424,0.374174775,0.041833,0.021654,0
0,1,65,1249920277,0.269240719,0.388608625,0.041833,0.021654,0
0,1,65,1249920278,0.265031754,0.390152232,0.041833,0.021654,0
0,1,65,1249920278,0.2617748,0.389943607,0.041833,0.021654,0
0,1,65,1249920279,0.260068738,0,0.041833,0.021654,0
0,1,65,1249920279,0.272343062,0,0.041833,0.021654,0
0,1,65,1249920280,0.306485447,0,0.04179196,0.021654,0
0,1,65,1249920280,0.315395984,0,0.04059612,0.021654,0
0,1,65,1249920281,0.320188518,0.388010279,0.04074097,0.021654,0
0,1,65,1249920281,0.320839984,0.387857023,0.0378092,0.021654,0
0,1,65,1249920282,0.316378116,0.389409562,0.037773,0.021654,0
0,1,65,1249920282,0.310061154,0.392922692,0.037773,0.021654,0
0,1,65,1249920283,0.306409436,0.392774465,0.037773,0.021654,0
0,1,65,1249920283,0.301129733,0.389235468,0,0.021654,0
0,1,65,1249920284,0.295667615,0,,0.021654,0
0,1,65,1249920284,0.295045,0,,0.021654,0
0,1,65,1249920285,0.295045,0.373612617,0,0.021654,0
0,1,65,1249920285,0.295045,0.371512052,0.037773,0.021654,0
0,1,65,1249920286,0.307224633,0.371721334,0.037773,0.021654,0
0,1,65,1249920286,0.32143587,0.372490347,0.037773,0.021654,0
0,1,65,1249920287,0.350361983,0,0.038556202,0.021654,0
0,1,65,1249920287,0.361413079,0,0.041603014,0.021654,0
0,1,65,1249920288,0.35128303,0,0.039957629,0.021654,0
0,1,65,1249920288,0.336243139,0.380883193,0.038177388,0.021654,0
0,1,65,1249920289,0.326784523,0.384277275,0.038223305,0.021654,0
0,1,65,1249920289,0.366376196,0.396094738,0.041030264,0.021654,0
0,1,65,1249920290,0.354091921,0.418741213,0.041833,0.021654,0
0,1,65,1249920290,0.338071924,0.437813789,0.041833,0.021654,0
0,1,65,1249920291,0.329946609,0.433810996,0.041833,0.021654,0
0,1,65,1249920291,0.316613528,0.379670798,0.040074613,0.021654,0
0,1,65,1249920292,0.304130163,0.324988521,0.041245704,0.021654,0
0,1,65,1249920292,0.293550239,0.302750372,0.041833,0.021654,0
0,1,65,1249920293,0.339624263,0.289551599,0.041833,0.021654,0
0,1,65,1249920293,0.325238959,0.304056616,0.041833,0.021654,0
0,1,65,1249920294,0.302035627,0.322293022,0.041833,0.021654,0
0,1,65,1249920294,0.263165144,0.31629985,0.041833,0.021654,0
0,1,65,1249920295,0.259424,0.309352238,0.041833,0.022543246,0
